policy_id,earned_exposure,earned_premium_net,indicated_pureprem,indicated_net
141,16.0,1158.24,640.6793769147005,874.5273494885663
142,34.0,1147.84,874.1576917696269,1193.225249265541
143,19.0,234.46,287.581571187964,392.5488446715709
144,20.0,315.4,455.83081572603476,622.2090634660375
145,25.0,449.5,473.68823054596527,646.5844346952426
146,20.0,568.8000000000001,406.3688619325806,554.6934965379726
147,27.0,860.22,554.2208151076918,756.5114126219994
148,18.0,1184.3999999999999,1171.4831450263857,1599.0744929610166
149,13.0,640.64,1513.275014401512,2065.620394658064
150,17.0,488.41,544.3196553987541,742.9963296192993
151,16.0,372.0,682.869251925843,932.1165288787756
152,19.0,405.65000000000003,440.50712722150826,601.2922286573588
153,19.0,977.93,711.2295668830558,970.8283587953713
154,22.0,505.56,320.8325181406259,437.93638726195434
155,16.0,1012.96,675.7960931932868,922.4616672088365
156,21.0,860.16,599.168196933353,817.8645888140269
157,34.0,1025.44,808.1017380871039,1103.058872488897
158,22.0,906.4000000000001,953.9603522369202,1302.1558808033963
159,23.0,1544.45,1434.9702877124053,1958.7344427274334
160,25.0,566.0,452.47680176253476,617.63083440586
161,16.0,602.56,951.5272971950715,1298.8347606712728
162,18.0,382.68,313.72146580368485,428.22980082202986
163,14.0,409.92,639.0032887690088,872.239489169697
164,44.0,1404.48,944.2363343603131,1288.8825964018274
165,14.0,320.32,427.46725805403366,583.492807243756
166,41.0,444.03000000000003,313.49111298469194,427.9153692241045
167,13.0,486.71999999999997,568.8432248434996,776.4710019113769
168,23.0,639.17,633.1880227938993,864.3016511136726
169,24.0,269.28000000000003,445.16367933070404,607.6484222864111
170,16.0,777.76,660.1253740577048,901.071135588767
171,30.0,307.2,269.9071508500734,368.42326091035017
172,40.0,1438.4,1175.6652065599483,1604.7830069543295
173,20.0,336.59999999999997,338.6893278916056,462.3109325720417
174,14.0,221.76,384.770374279438,525.2115608914329
175,18.0,531.9,959.2042877948866,1309.3138528400202
176,32.0,907.52,852.329429124352,1163.4296707547405
177,22.0,1153.02,943.7593784979578,1288.2315516497124
178,19.0,810.16,530.7386198253199,724.4582160615618
179,14.0,224.98000000000002,460.05930195725944,627.9809471716592
180,15.0,397.04999999999995,529.8178927427266,723.2014235938218
181,23.0,537.28,531.6848867769565,725.7498704505457
182,25.0,348.25,455.31437677765734,621.5041243015023
183,17.0,480.25,358.1593106544897,488.88745904337844
184,29.0,830.5600000000001,802.5646763257386,1095.5007831846333
185,24.0,460.79999999999995,274.25766928401714,374.3617185726834
186,24.0,972.24,581.094718518172,793.1942907773049
187,22.0,220.0,594.5629190962985,811.5783845664475
188,15.0,185.70000000000002,287.8331959999955,392.8923125399939
189,29.0,994.41,351.5885994838311,479.9184382954295
190,40.0,986.0,517.6156049209261,706.5453007170643
191,25.0,767.0,797.2280190021768,1088.2162459379713
192,49.0,1012.83,515.4633562579185,703.6074812920588
193,14.0,653.24,534.8514518907206,730.0722318308335
194,37.0,1055.98,727.1700224035455,992.5870805808397
195,14.0,922.1800000000001,1126.7934392956472,1538.0730446385585
196,16.0,198.24,407.0065148294785,555.5638927422382
197,20.0,616.8,775.033051556224,1057.9201153742458
198,27.0,1135.35,916.7327319717546,1251.340179141445
199,20.0,256.8,351.2919500357593,479.5135117988115
200,37.0,1445.22,695.6133573144116,949.5122327341719
201,45.0,558.45,310.2082411563677,423.4342491784419
202,26.0,1618.24,888.9761739081681,1213.4524773846495
203,18.0,368.46,602.4620686629517,822.3607237249291
204,29.0,461.68,369.2379961180247,504.0098647011037
205,15.0,167.7,466.64307865861247,636.967802369006
206,18.0,228.78000000000003,492.94007443680226,672.8632016062352
207,41.0,1450.99,1529.4944343379361,2087.759902871283
208,18.0,825.84,667.5746473302411,911.2393936057791
209,20.0,859.2,1144.1786696539634,1561.8038840776603
210,33.0,865.59,414.3691028076447,565.6138253324351
211,23.0,230.0,321.33662473023645,438.62449275677284
212,48.0,2085.12,914.4517061493177,1248.2265788938187
213,20.0,411.8,468.8876608896748,640.0316571144061
214,37.0,2030.5600000000002,693.449272909627,946.5582575216408
215,13.0,646.62,541.973454810453,739.7937658162684
216,33.0,1375.1100000000001,585.6488605063978,799.4106945912331
217,15.0,555.15,1213.6028720979011,1656.5679204136352
218,22.0,220.0,319.00946989684564,435.44792640919434
219,26.0,930.54,774.0646879649863,1056.5982990722064
220,17.0,399.33,396.7587684225743,541.575718896814
221,13.0,377.52,574.3045674524324,783.9257345725701
222,34.0,894.2,484.2705931403117,661.0293596365256
223,28.0,1186.08,1073.8712528932467,1465.8342601992817
224,19.0,604.01,483.6902900633583,660.2372459364841
225,19.0,763.8000000000001,781.7765277953646,1067.1249604406728
226,31.0,1657.57,1033.1672009711515,1410.273229325622
227,23.0,1018.67,728.4212364098048,994.2949876993837
228,17.0,776.56,523.296326181064,714.2994852371525
229,44.0,2376.44,782.6003808947502,1068.249519921334
230,25.0,588.75,413.32015545616144,564.1820121976604
231,25.0,849.25,511.3869588579942,698.0431988411622
232,38.0,716.3000000000001,489.62286532014133,668.335211161993
233,45.0,2121.3,885.1137691929514,1208.1802949483788
234,23.0,1400.47,1115.8562098605553,1523.1437264596582
235,17.0,170.0,264.049536560695,360.4276174053487
236,19.0,1381.3,1354.9941702161307,1849.5670423450185
237,20.0,969.2,763.0747281935829,1041.5970039842407
238,32.0,1308.48,742.9213418225344,1014.0876315877595
239,17.0,242.92999999999998,494.7056958158696,675.273274788662
240,26.0,580.84,818.2431355887328,1116.9018800786205
241,19.0,279.87,324.07347517022873,442.3602936073623
242,34.0,1815.9399999999998,895.5922463906008,1222.4834163231703
243,25.0,294.5,412.07266842097465,562.4791923946304
244,14.0,208.32000000000002,338.5017898908512,462.05494320101195
245,23.0,1148.39,1091.5411055551065,1489.9536090827205
246,32.0,900.8,418.2509577673434,570.9125573524238
247,28.0,1011.3599999999999,761.3660213831511,1039.2646191880012
248,37.0,1118.8799999999999,445.26898970949975,607.7921709534672
249,44.0,762.08,375.43476231744415,512.4684505633113
250,28.0,487.19999999999993,299.20096885295123,408.40932248427845
251,22.0,312.84000000000003,368.6707987211722,503.23564025440015
252,45.0,2086.2,722.8100666311469,986.6357409515157
253,25.0,417.5,503.21697123143815,686.8911657309131
254,24.0,1467.1200000000001,1022.6623476096864,1395.9341044872222
255,41.0,410.0,400.82525733485187,547.1264762620729
256,16.0,766.24,1217.996414035373,1662.5651051582843
257,32.0,1075.2,404.9241028020934,552.7214003248575
258,19.0,389.5,335.68776691166676,458.21380183442517
259,21.0,258.09,396.4437576077753,541.1457291346134
260,34.0,1384.14,811.1192729745524,1107.1778076102642
261,15.0,480.45000000000005,657.7795868605139,897.8691360646015
262,34.0,989.4000000000001,886.3810906291499,1209.9101887087895
263,29.0,461.39,406.42654553645264,554.772234657258
264,16.0,480.64,878.9883268818608,1199.81906619374
265,21.0,708.12,491.2367197127341,670.538122407882
266,31.0,1845.1200000000001,1053.8051173776078,1438.4439852204348
267,27.0,270.0,296.0080664591639,404.0510107167588
268,16.0,924.16,905.5465794021457,1236.071080883929
269,28.0,284.2,281.32785495307695,384.0125220109501
270,33.0,1092.9599999999998,948.3407497192502,1294.4851233667766
271,38.0,683.24,428.4352550793546,584.8141231833191
272,24.0,240.0,304.7077399593094,415.9260650444573
273,25.0,457.0,431.8797948057898,589.5159199099031
274,17.0,238.67999999999998,497.39226646376716,678.9404437230422
275,20.0,200.0,404.25111423514977,551.8027709309795
276,18.0,606.6,656.1999569880984,895.7129412887543
277,24.0,747.5999999999999,712.0800599471017,971.9892818277939
278,23.0,892.6300000000001,745.3148060984372,1017.3547103243669
279,18.0,379.26,430.4351928531465,587.5440382445449
280,34.0,1129.82,676.6537942541667,923.6324291569375
281,31.0,472.13,273.00102626524796,372.6464008520635
282,37.0,749.99,383.00875051849255,522.8069444577424
283,38.0,902.1199999999999,792.0198386561805,1081.1070797656864
284,14.0,184.51999999999998,306.97412769689777,419.01968430626545
285,13.0,477.75,873.3483965167317,1192.1205612453389
286,46.0,1963.28,826.6732231778632,1128.4089496377833
287,32.0,1685.12,1363.024869313951,1860.5289466135434
288,29.0,1446.81,727.0164645445489,992.3774741033093
289,13.0,260.91,296.9373260448542,405.31945005122606
290,21.0,990.99,943.2257066990477,1287.5030896442004
291,28.0,1018.3599999999999,594.3615054498755,811.3034549390801
292,15.0,472.65000000000003,413.61900782928075,564.5899456869683
293,18.0,716.9399999999999,818.2302344908418,1116.8842700799992
294,24.0,1068.48,617.5909219227153,843.0116084245064
295,22.0,557.92,575.3424414906423,785.3424326347268
296,24.0,385.20000000000005,383.64852301983757,523.6802339220783
297,15.0,207.6,225.87883230245933,308.324606092857
298,20.0,596.4,765.6178918212237,1045.0684223359706
299,21.0,1137.1499999999999,905.7986576098529,1236.4151676374493
300,17.0,182.07000000000002,337.3481192930453,460.4801828350068
301,43.0,2027.8799999999999,474.46100967612006,647.639278207904
302,24.0,929.76,905.6507552492708,1236.2132809152547
303,27.0,663.66,411.47339884130935,561.6611894183873
304,21.0,882.2099999999999,789.0030654098089,1076.9891842843892
305,18.0,334.98,385.7553059561502,526.555992630145
306,15.0,344.84999999999997,218.8153653186535,298.68297365996204
307,20.0,640.8,442.23037536289246,603.6444623703483
308,34.0,1616.6999999999998,1036.2241747980113,1414.4459985992855
309,23.0,452.18,347.44863950343347,474.26739292218673
310,13.0,270.53,282.83723115211745,386.0728205226403
311,21.0,210.0,257.0615748682028,350.88904969509684
312,39.0,2137.59,989.6896440152035,1350.9263640807528
313,43.0,1950.05,957.1785980520997,1306.5487863411163
314,14.0,321.72,359.02291060566176,490.0662729767283
315,49.0,490.0,401.33229047558757,547.8185764991771
316,41.0,1432.95,474.8073247241509,648.1119982484661
317,14.0,427.28,659.5663843932117,900.308114696734
318,36.0,1790.64,777.5367446737797,1061.3376564797093
319,41.0,727.3399999999999,865.7170758934337,1181.7038085945371
320,15.0,750.3000000000001,885.6241810591159,1208.8770071456934
321,18.0,568.26,808.0724970160828,1103.018958426953
322,15.0,384.9,897.8974228688699,1225.6299822160074
323,37.0,868.39,629.5411636633721,859.323688400503
324,17.0,851.5300000000001,759.9472220397244,1037.3279580842238
325,21.0,1010.73,807.4937534293681,1102.2289734310875
326,20.0,371.0,376.573566943029,514.0229188772346
327,13.0,791.44,678.5322633980177,926.1965395382941
328,30.0,493.5,375.51567627211523,512.5788981114373
329,30.0,576.0,409.32939010684595,558.7346174958448
330,24.0,586.5600000000001,369.3786828677771,504.2019021145158
331,34.0,2042.04,881.7023289384983,1203.5236790010504
332,24.0,813.5999999999999,823.9150907040802,1124.6440988110696
333,18.0,684.18,838.3536659898119,1144.3527540760933
334,14.0,802.62,1505.1279245245662,2054.499616976033
335,41.0,670.35,512.3249755620003,699.3235916421305
336,39.0,2547.87,1020.5611962337481,1393.0660328590664
337,18.0,472.86,590.430452750385,805.9375680042757
338,41.0,588.76,380.1721188808964,518.9349422724237
339,35.0,666.0500000000001,526.4880789570453,718.6562277763669
340,32.0,519.68,338.2905141124969,461.7665517635583
341,32.0,1051.52,989.2950691523047,1350.387769392896
342,21.0,225.33,392.46100753574103,535.7092752862866
343,33.0,1769.7900000000002,637.7291831304047,870.5003349730025
344,28.0,326.48,410.7623338691617,560.6905857314058
345,20.0,923.0,588.6015655953975,803.4411370377176
346,28.0,1144.36,668.7763979085963,912.8797831452341
347,41.0,538.33,311.6321581321072,425.37789585032635
348,23.0,991.76,526.1338347106866,718.1726843800874
349,32.0,326.72,430.37715860337335,587.4648214936046
350,33.0,1237.83,955.9749319755739,1304.9057821466586
351,15.0,722.25,1186.5830446446182,1619.6858559399038
352,39.0,390.0,465.3354302683412,635.1828623162859
353,39.0,1216.41,621.6897577777924,848.6065193666866
354,23.0,1043.05,1364.047174008956,1861.9243925222252
355,38.0,1636.66,618.4081660260364,844.1271466255397
356,27.0,1823.5800000000002,733.8594597628789,1001.7181625763299
357,18.0,922.32,1103.9838704610697,1506.9379831793603
358,27.0,925.2900000000001,766.7037014665895,1046.5505525018948
359,28.0,530.6,406.1086871406255,554.3383579469538
360,23.0,1521.45,789.3618996619659,1077.4789930385837
361,16.0,613.6,795.0727483304643,1085.2743014710838
362,48.0,1226.8799999999999,354.6038600706425,484.03426899642704
363,18.0,579.78,624.3492410967661,852.2367140970858
364,29.0,1111.28,952.7506896228901,1300.5046913352453
365,20.0,1417.8,1294.5109951685824,1767.0075084051152
366,19.0,1036.83,675.3080367193666,921.7954701219353
367,46.0,1891.06,510.10561847808,696.2941692225792
368,17.0,749.02,828.7343058937714,1131.222327544998
369,13.0,581.75,738.5192165831273,1008.078730635969
370,25.0,588.5,606.2206547645067,827.4911937535516
371,30.0,778.2,706.5637701011594,964.4595461880828
372,42.0,1491.0,726.0094577288246,991.0029097998457
373,15.0,415.65000000000003,758.4192914071166,1035.2423327707143
374,17.0,311.60999999999996,596.6179389883173,814.3834867190532
375,17.0,459.85,521.401999296077,711.713729039145
376,14.0,560.2800000000001,552.9803354421622,754.8181578785513
377,23.0,1011.7700000000001,528.0066613887448,720.7290927956366
378,19.0,731.3100000000001,671.2881812641097,916.3083674255098
379,18.0,305.09999999999997,423.00220124413295,577.3980046982416
380,14.0,555.94,631.5728040553826,862.0968775355973
381,44.0,1580.04,546.6901363916788,746.2320361746417
382,34.0,2190.28,1106.1789673749943,1509.9342904668672
383,40.0,2110.0,1017.8090746298186,1389.3093868697026
384,31.0,1884.49,1042.5281567840225,1423.0509340101908
385,22.0,1095.6,809.8507085105658,1105.4462171169225
386,42.0,1625.82,504.7723192589413,689.014215788455
387,34.0,1533.4,707.85477100569,966.221762422767
388,43.0,2986.7799999999997,1008.515734510853,1376.6239776073144
389,14.0,463.12,1109.0796307077962,1513.893695916142
390,15.0,459.45,854.779125513472,1166.7735063258895
391,26.0,607.88,362.4444300515186,494.73664702032295
392,35.0,730.45,465.64753634807994,635.6088871151292
393,23.0,765.67,654.6738020054879,893.629739737491
394,26.0,459.4200000000001,320.10551583297104,436.94402911200547
395,19.0,1061.72,633.3815782573911,864.565854321339
396,45.0,2199.15,897.7197351694166,1225.3874385062536
397,48.0,1565.28,334.7437186961458,456.925176020239
398,35.0,859.25,510.34139647848684,696.6160061931346
399,18.0,703.6200000000001,937.6697634614071,1279.9192271248207
400,37.0,809.56,385.49662393062897,526.2028916653086
401,21.0,543.69,420.04356374424964,573.3594645109008
402,31.0,568.54,596.5800133940618,814.3317182828944
403,35.0,474.95,334.52331272231294,456.62432186595714
404,21.0,846.09,757.2391004954393,1033.6313721762747
405,23.0,615.94,511.9366813420068,698.7935700318393
406,22.0,1276.0,552.4586071324478,754.1059987357913
407,20.0,363.40000000000003,378.2146017928859,516.2629314472892
408,16.0,275.36,292.2527333122357,398.92498097120176
409,15.0,555.75,1008.0997831935897,1376.05620405925
410,13.0,145.47,459.6445850384278,627.414858577454
411,18.0,714.0600000000001,771.2028042693936,1052.6918278277224
412,26.0,926.3800000000001,872.8070909880886,1191.381679198741
413,16.0,223.68,438.612385043756,598.7059055847269
414,34.0,854.76,721.2383809254418,984.4903899632282
415,41.0,536.28,308.9081008057775,421.65955759988634
416,34.0,1420.52,488.9661354314061,667.4387748638693
417,28.0,377.72,254.21568022366083,347.00440350529703
418,26.0,1226.94,1020.0446935248405,1392.3610066614071
419,14.0,449.26000000000005,1419.095256131103,1937.0650246189557
420,25.0,460.50000000000006,425.5439562940662,580.8675003414005
421,27.0,349.65,564.7350790907624,770.8633829588907
422,44.0,1074.48,548.5397666207134,748.7567814372738
423,37.0,964.59,608.7785248022495,830.9826863550708
424,39.0,694.2,431.25271028942507,588.6599495450653
425,21.0,816.48,1083.4690407200337,1478.935240582846
426,36.0,889.5600000000001,393.90795562818204,537.6843594324685
427,28.0,505.67999999999995,776.767074132265,1060.2870561905418
428,37.0,642.3199999999999,243.2182508558681,331.99291241826
429,34.0,879.24,483.27058266283535,659.6643453347702
430,31.0,601.71,406.11646868464123,554.3489797545353
431,19.0,379.24,532.147307418,726.3810746255699
432,48.0,814.56,401.47663143313275,548.0156019062263
433,26.0,668.98,536.2379501668966,731.9648019778139
434,25.0,788.0,687.9601952780271,939.0656665545071
435,37.0,1870.35,474.7841817709762,648.0804081173826
436,32.0,962.24,448.10009091933904,611.6566241048978
437,15.0,178.8,510.82730582734524,697.2792724543264
438,44.0,1546.16,1023.5571305605661,1397.1554832151728
439,18.0,902.16,465.07922807119496,634.8331463171811
440,17.0,499.29,654.336116362754,893.1687988351591
441,28.0,503.15999999999997,508.34789818938066,693.8948810285046
442,21.0,1228.92,819.9829389853519,1119.2767117150054
443,41.0,2609.2400000000002,912.0224566763851,1244.9106533632657
444,13.0,556.9200000000001,1072.2532703793274,1463.6257140677822
445,16.0,310.08,502.71529920095054,686.2063834092976
446,24.0,1224.0,833.2000994306211,1137.318135722798
447,24.0,1444.08,602.1770105135766,821.9716193510321
448,46.0,913.56,302.2259607870698,412.53843647435036
449,28.0,549.9200000000001,447.99544965142627,611.5137887741969
450,31.0,533.51,301.075457336756,410.96799926467196
451,13.0,204.75,455.54770816105133,621.8226216398351
452,18.0,523.8000000000001,456.7284144224725,623.434285686675
453,41.0,642.0600000000001,525.448304307808,717.236935380158
454,15.0,766.1999999999999,660.4815223958619,901.5572780703516
455,14.0,209.44,280.36791351870437,382.7022019530315
456,31.0,572.88,273.52766245493143,373.3652592509814
457,30.0,475.79999999999995,536.3431602376509,732.1084137243936
458,18.0,515.16,470.2478890534216,641.8883685579206
459,30.0,689.0999999999999,341.7826669828629,466.5333404316079
460,13.0,638.82,531.6130786034382,725.6518522936932
461,36.0,578.8799999999999,293.252914455967,400.290228232395
462,21.0,1407.63,709.6335626541065,968.6498130228555
463,29.0,552.16,278.73656933742797,380.47541714558923
464,14.0,596.82,770.3814234986074,1051.5706430755993
465,13.0,236.08,389.0486423385506,531.0513967921216
466,15.0,240.89999999999998,409.2159115734397,558.5797192977452
467,23.0,586.04,345.8797832031512,472.1259040723014
468,31.0,1250.5400000000002,735.7916558170713,1004.3556101903024
469,16.0,647.04,643.4834542386145,878.3549150357088
470,13.0,255.32,454.66735909853156,620.6209451694957
471,33.0,475.86,356.92885280932444,487.20788408472794
472,38.0,1424.6200000000001,729.3219553058848,995.5244689925329
473,19.0,988.57,778.1903799557874,1062.22986863965
474,17.0,1024.93,843.4462013647111,1151.3040648628307
475,14.0,378.98,383.86401615324064,523.9743820491735
476,44.0,618.64,310.28248621787543,423.5355936874
477,18.0,318.24,445.83620514862173,608.5664200278687
478,35.0,2014.25,865.0154434786699,1180.7460803483846
479,30.0,1119.6,1536.983337163124,2097.982255227664
480,14.0,401.94,486.478978882108,664.0438061740774
481,41.0,851.98,287.81367557717556,392.86566716284466
482,23.0,861.35,799.4944768689769,1091.3099609261535
483,21.0,548.1,413.4564896276765,564.3681083417785
484,40.0,1960.8000000000002,914.8561024051513,1248.7785797830315
485,32.0,798.08,556.7152260240422,759.9162835228177
486,32.0,976.32,523.1273058027067,714.0687724206947
487,39.0,1740.96,873.656772344052,1192.5414942496311
488,47.0,1289.21,911.768073697487,1244.5634205970698
489,24.0,578.88,332.5854727188752,453.9791702612647
490,13.0,344.76,556.7038473216593,759.900751594065
491,20.0,247.60000000000002,492.58661290585053,672.380726616486
492,33.0,2178.66,1052.8409028415008,1437.127832378649
493,17.0,339.66,503.83667920899364,687.7370671202764
494,37.0,2555.96,1016.1920549343213,1387.1021549853488
495,26.0,638.56,511.6430730324616,698.3927946893101
496,40.0,1472.8,993.4113897121123,1356.0065469570334
497,23.0,727.26,531.6780309483288,725.7405122444688
498,14.0,140.0,368.7216754866974,503.30508703934197
499,14.0,519.4,641.5594310038689,875.7286233202811
500,16.0,527.84,422.08129771018724,576.1409713744057
501,31.0,1738.48,1498.8429908053663,2045.9206824493253
502,18.0,970.1999999999999,1068.3822790167935,1458.3418108579233
503,45.0,2135.25,961.2165800642309,1312.0606317876752
504,28.0,978.3199999999999,558.8390578890294,762.8153140185251
505,22.0,702.02,382.64006834978164,522.303693297452
506,22.0,826.76,864.0697687835547,1179.4552343895523
